asin,title,price,image_url,product_url
"B0CGVK22M1","CLASSIC ESSENTIALS Stainless Steel Microwave Safe Mixing Bowls Set with Lid | Food Serving and Storage Containers | Scratch Resistant | Set of 3 (500 ml, 750 ml &amp; 1250 ml) Blue","₹ 429","https://m.media-amazon.com/images/I/51TFpX+WWKL._SL1500_.jpg","https://www.amazon.in/dp/B0CGVK22M1"
"B0H9RR7JT5","Premium Living Room Sofa Set | 3 Seater + 1 Seater + Ottoman | Luxury Leatherette Couch for Home, Office &amp; Apartment | Modern Lounge Sofa | Comfortable Seating | 1 Year Warranty (Brown)","N/A","https://m.media-amazon.com/images/I/71WCC1tOunL._SL1254_.jpg","https://www.amazon.in/dp/B0H9RR7JT5"
"B0H6KNLRML","AR Enterprises Cute Penguin Plush Toy with Strawberry Hat | Soft Stuffed Animal, Grey and Pink | Decorative Plush Toy","₹ 299","https://m.media-amazon.com/images/I/31IibMHfS1L.jpg","https://www.amazon.in/dp/B0H6KNLRML"
"B0H3QM2FVQ","AR Enterprises Caterpillar Soft Plush Stuffed Teddy Bear Toy | 40cm, Giant Life Size, Huggable | Decorative Plush Toy, (Pink)","₹ 349","https://m.media-amazon.com/images/I/61Xa7rRGSAL._SL1500_.jpg","https://www.amazon.in/dp/B0H3QM2FVQ"
"B07MFB47PN","AR Enterprises White 5 Piece Diagonal Cushion Cover Set","₹ 449","https://m.media-amazon.com/images/I/71QCtiaoPqL._SL1500_.jpg","https://www.amazon.in/dp/B07MFB47PN"
"B07MBL83J8","AR Enterprises Red 5 Piece Velvet Ambose Cushion Cover Set","₹ 299","https://m.media-amazon.com/images/I/61zpMTff3JL._SL1024_.jpg","https://www.amazon.in/dp/B07MBL83J8"
"B0H9M8BJ77","Luxury 3 Seater Living Room Sofa | Premium Couch for Home &amp; Apartment | Comfortable Seating | Durable Construction | 1 Year Warranty (Blue)","N/A","https://m.media-amazon.com/images/I/61LvmYknmHL._SL1492_.jpg","https://www.amazon.in/dp/B0H9M8BJ77"
"B0H9M879HT","Luxury 3 Seater Living Room Sofa | Premium Couch for Home &amp; Apartment | Comfortable Seating | Durable Construction | 1 Year Warranty (grey1)","N/A","https://m.media-amazon.com/images/I/716wxlVdFIL._SL1254_.jpg","https://www.amazon.in/dp/B0H9M879HT"
"B0H3P9VND8","Detox Foot Pad for Men and Women, White, Foot Pain Relief, Overnight Foot Therapy, 10 Count","₹ 199","https://m.media-amazon.com/images/I/51h32KQP8IL.jpg","https://www.amazon.in/dp/B0H3P9VND8"
"B0H6KKVQ19","AR Enterprises Cute Banana Plush Toy Pillow | Yellow, Soft Stuffed Cushion | Kawaii Fruit Theme,","₹ 299","https://m.media-amazon.com/images/I/31CPgsjrHNL.jpg","https://www.amazon.in/dp/B0H6KKVQ19"
"B0H1NHH23S","AR Enterprises King Size Cotton Bedsheet with 2 Pillow Covers | Floral Print | Contemporary Style, (Dark Brown)","₹ 699","https://m.media-amazon.com/images/I/71Gj-pL-6DL._SL1313_.jpg","https://www.amazon.in/dp/B0H1NHH23S"
"B0DMKKTB3L","AR ENTERPRISE Premium Metal Heavy Duty Key Holder | Fashion Waist Buckle Keychain | Keyring Holder Clip for Car, Bike | Multifunctional Car Keychain Hook | Anti-Loss Keychain with Key Holder","N/A","https://m.media-amazon.com/images/I/71GZJ4lTwWL._SL1500_.jpg","https://www.amazon.in/dp/B0DMKKTB3L"
"B0H9MBSCB7","Luxury 3 Seater Living Room Sofa | Premium Couch for Home &amp; Apartment | Comfortable Seating | Durable Construction | 1 Year Warranty (Green)","N/A","https://m.media-amazon.com/images/I/61vCd4+zRXL._SL1492_.jpg","https://www.amazon.in/dp/B0H9MBSCB7"
"B0H8DNJS4C","AR Enterprise Point Poly Silk Assamese Mekhela Chador Woven Pattern Cultural Two Piece Dress With Running Blouse Peach Free Size(NOT SAREEE)","₹ 599","https://m.media-amazon.com/images/I/5176DqBr7hL._SL1152_.jpg","https://www.amazon.in/dp/B0H8DNJS4C"
"B0FXWXLNVZ","PRESCO Winter Ear Muffs | Soft Plush Foldable Ear Warmers for Kids, Girls and Women | Windproof, Stretchable &amp; Portable Earmuffs for Cold Weather, Outdoor, Travel and School Use","₹ 360","https://m.media-amazon.com/images/I/61lKw6kjqUL._SL1500_.jpg","https://www.amazon.in/dp/B0FXWXLNVZ"
"B07MBQ8QYR","AR Enterprises Black 5 Piece Plain Cushion Cover Set","₹ 299","https://m.media-amazon.com/images/I/51ZjYjcbHsL._SL1200_.jpg","https://www.amazon.in/dp/B07MBQ8QYR"
